124,Elsie,Killian,Elsie_Killian@gapinc.com,1,Author
125,David,King,David.King@plumcreek.com,1,Author
126,Kathy,Kinney,Kathy.Kinney@pacer-international.com,1,Author
127,Heath,Krumins,HKrumins@mckesson.com,1,Author
128,Jose,Lake,JLake@cisco.com,1,Author
129,Brian,Lane,Brian_Lane@intel.com,1,Author
131,Christine,Lawrence,Christine_Lawrence@google.com,1,Author
132,Carolyn,Lee,LeeC@ebay.com,1,Author
135,Charles,Lin,Charles.Lin@micron.com,1,Author
136,Herbert,Ling,LingH@sandisk.com,1,Author
138,Michelle,Long,LongM@varian.com,1,Author
137,Donald,Long,DonaldLong@safeco.com,1,Author
139,Dwain,Lorah,DLorah@google.com,1,Author
140,Robin,Lund,RobinLund@pgecorp.com,1,Author
142,Glenn,Mainland,Glenn_Mainland@nvidia.com,1,Author
143,Jose,Marcum,MarcumJ@national.com,1,Author
144,Robert,Martin,MartinR@yahoo.com,1,Author
145,John,Martinez,JMartinez@mckesson.com,1,Author
146,Tiffany,McQueen,TMcQueen@juniper.net,1,Author
147,Rod,Meggett,RodMeggett@wellsfargo.com,1,Author
148,Marjorie,Mejia,MarjorieMejia@lithia.com,1,Author
149,Angela,Mendoza,AngelaMendoza@rossstores.com,1,Author
150,Adriana,Merriweather,MerriweatherA@xilinx.com,1,Author
153,James,Miller,JMiller@xilinx.com,1,Author
154,John,Miller,John.Miller@gapinc.com,1,Author
155,John,Miller,MillerJ@lsi.com,1,Author
156,John,Miller,John.Miller@xilinx.com,1,Author
157,Benjamin,Millsap,BenjaminMillsap@wellsfargo.com,1,Author
158,James,Moldenhauer,James.Moldenhauer@questar.com,1,Author
159,Janet,Morrison,MorrisonJ@plumcreek.com,1,Author
160,Margaret,Morrow,MMorrow@wellsfargo.com,1,Author
161,Dorothy,Murphy,DorothyMurphy@juniper.net,1,Author
162,Sharon,Murphy,Sharon.Murphy@lithia.com,1,Author
163,Brad,Netherton,NethertonB@yahoo.com,1,Author
164,Jacob,Noia,NoiaJ@ebay.com,1,Author
165,Aldo,Novitske,NovitskeA@plumcreek.com,1,Author
166,Paul,Nunez,Paul_Nunez@rossstores.com,1,Author
167,Bethel,Olson,Bethel_Olson@delmonte.com,1,Author
168,Charles,Olson,Charles_Olson@williams-sonomainc.com,1,Author
169,Frances,Olson,Frances.Olson@hp.com,1,Author
170,Emma,Oviedo,EmmaOviedo@micron.com,1,Author
171,Sharon,Painter,SharonPainter@pgecorp.com,1,Author
172,Jospeh,Palombo,Jospeh.Palombo@paccar.com,1,Author
173,Karen,Parker,Karen_Parker@chevron.com,1,Author
174,Carroll,Parmely,CarrollParmely@synnex.com,1,Author
175,Eugenio,Pelis,EugenioPelis@delmonte.com,1,Author
176,George,Pineda,GeorgePineda@pugetenergy.com,1,Author
177,Mario,Plumb,PlumbM@starbucks.com,1,Author
178,Jean,Ponce,JeanPonce@lithia.com,1,Author
179,James,Powell,JPowell@urscorp.com,1,Author
180,Margaret,Powell,PowellM@gapinc.com,1,Author
181,Jules,Powers,Jules.Powers@ebay.com,1,Author
182,David,Price,David.Price@intuit.com,1,Author
183,Iona,Rhoda,IRhoda@levistrauss.com,1,Author
184,Diane,Rice,DRice@rossstores.com,1,Author
185,Judy,Richmond,JRichmond@pgecorp.com,1,Author
134,William,Lewis,WilliamLewis@xilinx.com,1,Author
187,Martha,Roach,MarthaRoach@pgecorp.com,1,Author
188,Sara,Roach,SaraRoach@hp.com,1,Author
189,John,Rodriguez,John_Rodriguez@expediainc.com,1,Author
190,John,Rodriguez,JohnRodriguez@longs.com,1,Author
191,Juliana,Rohe,Juliana.Rohe@rossstores.com,1,Author
193,Duane,Rothe,DuaneRothe@sun.com,1,Author
194,Sonya,Ruby,RubyS@intel.com,1,Author
195,Yee,Rutenberg,Yee.Rutenberg@urscorp.com,1,Author
196,Kenneth,Sainz,KSainz@safeco.com,1,Author
197,Elmer,Salter,Elmer.Salter@yahoo.com,1,Author
198,Brandy,Segarra,BrandySegarra@levistrauss.com,1,Author
199,Claudia,Semidey,ClaudiaSemidey@gapinc.com,1,Author
200,Howard,Shultz,ShultzH@cisco.com,1,Author
201,Marguerite,Shuman,Marguerite.Shuman@national.com,1,Author
202,Roberto,Shuskey,ShuskeyR@costco.com,1,Author
203,Diane,Silva,DSilva@expeditors.com,1,Author
204,Jerrell,Simonetta,JerrellSimonetta@delmonte.com,1,Author
205,Thomas,Simpson,TSimpson@schnitzersteel.com,1,Author
206,Michael,Smith,MSmith@con-way.com,1,Author
207,Ron,Smothers,RonSmothers@safeco.com,1,Author
208,Melvin,Sonterre,Melvin_Sonterre@pugetenergy.com,1,Author
209,Michael,Sosa,MichaelSosa@longs.com,1,Author
210,Richard,Speights,RSpeights@utstar.com,1,Author
212,Andre,Stickney,AndreStickney@con-way.com,1,Author
213,Christopher,Stone,CStone@pacer-international.com,1,Author
214,Abigail,Stoneman,Abigail.Stoneman@pgecorp.com,1,Author
215,Donald,Suarez,DSuarez@sierrapacificresources.com,1,Author
217,Rita,Swanson,Rita_Swanson@cisco.com,1,Author
218,Richard,Sweet,RSweet@pugetenergy.com,1,Author
219,Milton,Talamantez,Milton_Talamantez@netapp.com,1,Author
220,Michael,Tarr,Michael_Tarr@chubb.com,1,Author
221,David,Taylor,DTaylor@schnitzersteel.com,1,Author
222,Gary,Thill,GThill@nikebiz.com,1,Author
223,John,Thompson,JohnThompson@safeco.com,1,Author
224,Daniel,Torres,TorresD@utstar.com,1,Author
225,Sudie,Tredinnick,SudieTredinnick@sanmina-sci.com,1,Author
226,Ronald,Trent,RonaldTrent@con-way.com,1,Author
228,Janiece,Unthank,Janiece.Unthank@google.com,1,Author
229,Elvin,Vacio,ElvinVacio@franklintempleton.com,1,Author
230,Emilee,Valiente,Emilee_Valiente@thecloroxcompany.com,1,Author
231,Steve,Vanmeter,SteveVanmeter@ebay.com,1,Author
232,Joe,Varner,Joe.Varner@sierrapacificresources.com,1,Author
234,Mandy,Vince,Mandy_Vince@microsoft.com,1,Author
235,Henry,Vuolo,HenryVuolo@nordstrom.com,1,Author
236,Leone,Waldmann,LWaldmann@juniper.net,1,Author
237,Catherine,Ward,CWard@coremark.com,1,Author
238,Vanda,Warnell,Vanda_Warnell@levistrauss.com,1,Author
239,Catherine,Weathersby,CWeathersby@nvidia.com,1,Author
240,Harland,Wedlock,HWedlock@intuit.com,1,Author
241,James,White,JamesWhite@expediainc.com,1,Author
242,Tyesha,Whittler,TWhittler@chubb.com,1,Author
243,Paula,Williams,Paula_Williams@portlandgeneral.com,1,Author
244,Robert,Williams,Robert_Williams@symantec.com,1,Author
245,Linda,Wilson,Linda_Wilson@thecloroxcompany.com,1,Author
246,Jerald,Wisz,JeraldWisz@hp.com,1,Author
247,Tommy,Wooden,TWooden@micron.com,1,Author
248,Donna,Young,Donna_Young@micron.com,1,Author
249,Sebastian,Zizza,SebastianZizza@microsoft.com,1,Author
