UserID,FirstName,LastName,email,RoleID,PaperAssigned
107,Florence,Holliday,FHolliday@zionsbancorporation.com,3,0
108,Marie,Hopkins,MarieHopkins@cisco.com,3,0
109,Otis,Horaney,OtisHoraney@sanmina-sci.com,3,0
110,Laura,Horton,LHorton@lithia.com,3,0
111,Barbara,Howell,HowellB@sierrapacificresources.com,3,0
14,Thomas,Alexander,Thomas.Alexander@potlatchcorp.com,3,0
15,James,Allen,James_Allen@microsoft.com,3,0
16,John,Allen,JAllen@starbucks.com,3,0
18,Dennis,Allison,DennisAllison@wellsfargo.com,3,0
19,Carol,Alonzo,AlonzoC@williams-sonomainc.com,3,0
20,Elisha,Arano,AranoE@intel.com,3,0
22,Kip,Arrocha,Kip_Arrocha@wellsfargo.com,3,0
23,Joan,Ash,Joan.Ash@google.com,3,0
24,Sherill,Aumen,Sherill.Aumen@mcclatchy.com,3,0
25,Franklin,Aycox,FranklinAycox@cisco.com,3,0
26,Jeremy,Babineaux,Jeremy_Babineaux@nikebiz.com,3,0
27,Sandra,Baird,Sandra.Baird@nordstrom.com,3,0
28,Kimberly,Baker,Kimberly.Baker@intel.com,3,0
30,Carl,Barker,CarlBarker@portlandgeneral.com,3,0
31,Kevin,Belcher,Kevin_Belcher@symantec.com,3,0
32,Miguel,Benavidez,BenavidezM@varian.com,3,0
33,Elizabeth,Bennett,BennettE@levistrauss.com,3,0
35,Debbie,Bojorquez,Debbie_Bojorquez@weyerhaeuser.com,3,0
36,Travis,Bomkamp,BomkampT@national.com,3,0
38,Roberta,Briones,BrionesR@precast.com,3,0
40,Jerry,Brunson,Jerry.Brunson@micron.com,3,0
41,Eric,Buckley,BuckleyE@chevron.com,3,0
42,Joan,Burnett,BurnettJ@potlatchcorp.com,3,0
43,Marsha,Cade,MCade@ea.com,3,0
44,Lindy,Cantua,Lindy.Cantua@synnex.com,3,0
45,Linda,Carlson,CarlsonL@igt.com,3,0
46,Duane,Cascio,DCascio@delmonte.com,3,0
47,Vada,Catalli,Vada_Catalli@zionsbancorporation.com,3,0
48,Rebbecca,Cestone,CestoneR@sierrapacificresources.com,3,0
49,Tommy,Chalker,TommyChalker@safeway.com,3,0
50,Toni,Chavez,ChavezT@schnitzersteel.com,3,0
51,Arthur,Church,Arthur_Church@google.com,3,0
53,Richard,Collins,CollinsR@rossstores.com,3,0
54,Robert,Cook,Robert_Cook@wellsfargo.com,3,0
55,Joshua,Costa,Joshua.Costa@ebay.com,3,0
57,Arthur,Crouch,ArthurCrouch@sandisk.com,3,0
58,Kenneth,Culley,Kenneth.Culley@coremark.com,3,0
59,Antione,Cummings,AntioneCummings@rhi.com,3,0
60,Camie,Dagres,CDagres@urscorp.com,3,0
61,Joseph,Davidson,JosephDavidson@delmonte.com,3,0
113,Shawn,Hylton,ShawnHylton@weyerhaeuser.com,3,0
114,Jennifer,Jackson,Jennifer_Jackson@sanmina-sci.com,3,0
115,Linda,Jackson,LindaJackson@ebay.com,3,0
116,Timothy,Jackson,TJackson@igt.com,3,0
117,Barbara,Johnson,JohnsonB@sanmina-sci.com,3,0
118,Barbara,Johnson,BJohnson@sierrapacificresources.com,3,0
119,John,Johnson,JohnsonJ@ea.com,3,0
120,David,Jordan,David_Jordan@sun.com,3,0
121,Kandis,Kapps,KappsK@weyerhaeuser.com,3,0
122,Martin,Keane,Martin_Keane@starbucks.com,3,0
123,Nathaniel,Keeler,Nathaniel.Keeler@sun.com,3,0
124,Elsie,Killian,Elsie_Killian@gapinc.com,3,0
125,David,King,David.King@plumcreek.com,3,0
126,Kathy,Kinney,Kathy.Kinney@pacer-international.com,3,0
127,Heath,Krumins,HKrumins@mckesson.com,3,0
128,Jose,Lake,JLake@cisco.com,3,0
129,Brian,Lane,Brian_Lane@intel.com,3,0
131,Christine,Lawrence,Christine_Lawrence@google.com,3,0
132,Carolyn,Lee,LeeC@ebay.com,3,0
135,Charles,Lin,Charles.Lin@micron.com,3,0
136,Herbert,Ling,LingH@sandisk.com,3,0
138,Michelle,Long,LongM@varian.com,3,0
137,Donald,Long,DonaldLong@safeco.com,3,0
139,Dwain,Lorah,DLorah@google.com,3,0
140,Robin,Lund,RobinLund@pgecorp.com,3,0
142,Glenn,Mainland,Glenn_Mainland@nvidia.com,3,0
143,Jose,Marcum,MarcumJ@national.com,3,0
144,Robert,Martin,MartinR@yahoo.com,3,0
145,John,Martinez,JMartinez@mckesson.com,3,0
146,Tiffany,McQueen,TMcQueen@juniper.net,3,0
147,Rod,Meggett,RodMeggett@wellsfargo.com,3,0
148,Marjorie,Mejia,MarjorieMejia@lithia.com,3,0
149,Angela,Mendoza,AngelaMendoza@rossstores.com,3,0
150,Adriana,Merriweather,MerriweatherA@xilinx.com,3,0
153,James,Miller,JMiller@xilinx.com,3,0
154,John,Miller,John.Miller@gapinc.com,3,0
155,John,Miller,MillerJ@lsi.com,3,0
156,John,Miller,John.Miller@xilinx.com,3,0
157,Benjamin,Millsap,BenjaminMillsap@wellsfargo.com,3,0
158,James,Moldenhauer,James.Moldenhauer@questar.com,3,0
159,Janet,Morrison,MorrisonJ@plumcreek.com,3,0
160,Margaret,Morrow,MMorrow@wellsfargo.com,3,0
161,Dorothy,Murphy,DorothyMurphy@juniper.net,3,0
162,Sharon,Murphy,Sharon.Murphy@lithia.com,3,0
163,Brad,Netherton,NethertonB@yahoo.com,3,0
164,Jacob,Noia,NoiaJ@ebay.com,3,0
165,Aldo,Novitske,NovitskeA@plumcreek.com,3,0
166,Paul,Nunez,Paul_Nunez@rossstores.com,3,0
167,Bethel,Olson,Bethel_Olson@delmonte.com,3,0
168,Charles,Olson,Charles_Olson@williams-sonomainc.com,3,0
169,Frances,Olson,Frances.Olson@hp.com,3,0
170,Emma,Oviedo,EmmaOviedo@micron.com,3,0
171,Sharon,Painter,SharonPainter@pgecorp.com,3,0
172,Jospeh,Palombo,Jospeh.Palombo@paccar.com,3,0
173,Karen,Parker,Karen_Parker@chevron.com,3,0
174,Carroll,Parmely,CarrollParmely@synnex.com,3,0
175,Eugenio,Pelis,EugenioPelis@delmonte.com,3,0
176,George,Pineda,GeorgePineda@pugetenergy.com,3,0
177,Mario,Plumb,PlumbM@starbucks.com,3,0
178,Jean,Ponce,JeanPonce@lithia.com,3,0
179,James,Powell,JPowell@urscorp.com,3,0
180,Margaret,Powell,PowellM@gapinc.com,3,0
181,Jules,Powers,Jules.Powers@ebay.com,3,0
182,David,Price,David.Price@intuit.com,3,0
183,Iona,Rhoda,IRhoda@levistrauss.com,3,0
184,Diane,Rice,DRice@rossstores.com,3,0
185,Judy,Richmond,JRichmond@pgecorp.com,3,0
134,William,Lewis,WilliamLewis@xilinx.com,3,0
187,Martha,Roach,MarthaRoach@pgecorp.com,3,0
188,Sara,Roach,SaraRoach@hp.com,3,0
189,John,Rodriguez,John_Rodriguez@expediainc.com,3,0
190,John,Rodriguez,JohnRodriguez@longs.com,3,0
191,Juliana,Rohe,Juliana.Rohe@rossstores.com,3,0
193,Duane,Rothe,DuaneRothe@sun.com,3,0
194,Sonya,Ruby,RubyS@intel.com,3,0
195,Yee,Rutenberg,Yee.Rutenberg@urscorp.com,3,0
196,Kenneth,Sainz,KSainz@safeco.com,3,0
197,Elmer,Salter,Elmer.Salter@yahoo.com,3,0
198,Brandy,Segarra,BrandySegarra@levistrauss.com,3,0
199,Claudia,Semidey,ClaudiaSemidey@gapinc.com,3,0
200,Howard,Shultz,ShultzH@cisco.com,3,0
201,Marguerite,Shuman,Marguerite.Shuman@national.com,3,0
202,Roberto,Shuskey,ShuskeyR@costco.com,3,0
203,Diane,Silva,DSilva@expeditors.com,3,0
204,Jerrell,Simonetta,JerrellSimonetta@delmonte.com,3,0
205,Thomas,Simpson,TSimpson@schnitzersteel.com,3,0
206,Michael,Smith,MSmith@con-way.com,3,0
207,Ron,Smothers,RonSmothers@safeco.com,3,0
208,Melvin,Sonterre,Melvin_Sonterre@pugetenergy.com,3,0
209,Michael,Sosa,MichaelSosa@longs.com,3,0
210,Richard,Speights,RSpeights@utstar.com,3,0
212,Andre,Stickney,AndreStickney@con-way.com,3,0
213,Christopher,Stone,CStone@pacer-international.com,3,0
214,Abigail,Stoneman,Abigail.Stoneman@pgecorp.com,3,0
215,Donald,Suarez,DSuarez@sierrapacificresources.com,3,0
217,Rita,Swanson,Rita_Swanson@cisco.com,3,0
218,Richard,Sweet,RSweet@pugetenergy.com,3,0
219,Milton,Talamantez,Milton_Talamantez@netapp.com,3,0
220,Michael,Tarr,Michael_Tarr@chubb.com,3,0
221,David,Taylor,DTaylor@schnitzersteel.com,3,0
222,Gary,Thill,GThill@nikebiz.com,3,0
223,John,Thompson,JohnThompson@safeco.com,3,0
224,Daniel,Torres,TorresD@utstar.com,3,0
225,Sudie,Tredinnick,SudieTredinnick@sanmina-sci.com,3,0
226,Ronald,Trent,RonaldTrent@con-way.com,3,0
228,Janiece,Unthank,Janiece.Unthank@google.com,3,0
229,Elvin,Vacio,ElvinVacio@franklintempleton.com,3,0
230,Emilee,Valiente,Emilee_Valiente@thecloroxcompany.com,3,0
231,Steve,Vanmeter,SteveVanmeter@ebay.com,3,0
232,Joe,Varner,Joe.Varner@sierrapacificresources.com,3,0
234,Mandy,Vince,Mandy_Vince@microsoft.com,3,0
235,Henry,Vuolo,HenryVuolo@nordstrom.com,3,0
236,Leone,Waldmann,LWaldmann@juniper.net,3,0
237,Catherine,Ward,CWard@coremark.com,3,0
238,Vanda,Warnell,Vanda_Warnell@levistrauss.com,3,0
239,Catherine,Weathersby,CWeathersby@nvidia.com,3,0
240,Harland,Wedlock,HWedlock@intuit.com,3,0
241,James,White,JamesWhite@expediainc.com,3,0
242,Tyesha,Whittler,TWhittler@chubb.com,3,0
243,Paula,Williams,Paula_Williams@portlandgeneral.com,3,0
244,Robert,Williams,Robert_Williams@symantec.com,3,0
245,Linda,Wilson,Linda_Wilson@thecloroxcompany.com,3,0
246,Jerald,Wisz,JeraldWisz@hp.com,3,0
247,Tommy,Wooden,TWooden@micron.com,3,0
248,Donna,Young,Donna_Young@micron.com,3,0
249,Sebastian,Zizza,SebastianZizza@microsoft.com,3,0
